0.18597133	0.29599324	-0.06789805	0.037876353	0.23353507	0.09296105	-0.12176033	0.40525886	0.3835316	-0.19788367
-0.062929735	-0.24822217	-0.085044116	-0.355609	-0.43553874	0.57004184	-0.33582294	-0.2931943	0.75771713	0.23016046
0.14777708	0.19613439	-0.098803945	-0.08921205	0.26381215	0.07625868	-0.15672223	0.3479382	0.3608597	-0.21763587
0.15010557	0.19556123	-0.09959113	-0.09000257	0.26681352	0.07564734	-0.15773557	0.34564248	0.359793	-0.21876724
0.15183283	0.21037337	-0.09963252	-0.08181644	0.25927395	0.07357482	-0.14547019	0.35374144	0.35950875	-0.21960537
0.14971878	0.19505881	-0.10021731	-0.0912366	0.26666257	0.07529078	-0.15762746	0.34512556	0.35927597	-0.21892402
0.15939976	0.20147143	-0.09861155	-0.08742099	0.26871228	0.07548632	-0.1652141	0.34502712	0.35436612	-0.21849632
0.1502148	0.19562674	-0.09971081	-0.089877196	0.26686573	0.07559173	-0.15746072	0.34584868	0.35975975	-0.21883032
0.1494025	0.19540524	-0.10000422	-0.09089776	0.26606828	0.0754098	-0.15741062	0.3456229	0.35948506	-0.21871355
0.30816066	0.5735882	-0.36743456	0.020930622	0.28363553	-0.02059684	0.2543835	0.28253478	0.39368668	-0.53855586
0.14950183	0.19479002	-0.10036676	-0.09155777	0.2666921	0.07522656	-0.15751058	0.34496006	0.35927802	-0.21898353
0.14960521	0.19483334	-0.10034811	-0.091485806	0.26677313	0.07523371	-0.1575508	0.34494334	0.35927385	-0.21899934
0.42905518	0.055355556	-0.42547855	0.23701218	-0.45633066	0.07343214	-0.38336113	-0.17405389	0.084158994	-0.24949035
0.0517401	0.16498567	-0.096977346	-0.12106242	0.16519302	0.08439216	-0.09381556	0.3851099	0.39715725	-0.17385484
0.15362497	0.19783108	-0.09765077	-0.08463623	0.26934573	0.07698889	-0.15927638	0.34647706	0.3613185	-0.21869081
0.1485289	0.19460031	-0.100345545	-0.0919202	0.26574063	0.07527951	-0.15722422	0.34533826	0.3594375	-0.21870472
0.15131171	0.19646484	-0.099932276	-0.08971334	0.26736167	0.07542928	-0.15805852	0.34530097	0.35919124	-0.2190798
0.22685017	0.38067958	-0.020611128	0.2976034	0.13493821	0.1769145	-0.16545449	0.4597131	0.38908115	-0.08812476
0.15757468	0.22380218	-0.09458791	-0.060567435	0.2573755	0.07798213	-0.14327161	0.36257794	0.3665549	-0.2172622
0.5889918	0.067458026	-0.6082913	0.37572473	-0.12429854	-0.009375737	-0.085774906	-0.3677744	0.1342452	-0.39522183
0.14826772	0.21977814	-0.09162434	-0.06303872	0.24867398	0.08127354	-0.14657599	0.36783144	0.36908925	-0.21095774
0.04254462	0.17343734	-0.06772691	-0.10512725	0.1298935	0.10822211	-0.12565802	0.40791148	0.4067321	-0.13129722
0.15094429	0.20010602	-0.09923154	-0.08632813	0.2647973	0.07554997	-0.15447882	0.34842888	0.36042276	-0.21883787
0.14346391	0.19874246	-0.09674676	-0.08585581	0.2563818	0.07812882	-0.15617149	0.35411167	0.3626692	-0.21426788
0.14678398	0.20250106	-0.10103049	-0.094085954	0.25322938	0.07399359	-0.15774642	0.35217896	0.35287195	-0.21537803
-0.09191038	0.010690928	-0.010411009	-0.22158693	-0.3497551	0.18832293	0.00014557046	0.40757513	0.45717186	0.17148732
-0.09419172	-0.25625792	-0.21684225	-0.3783949	0.09440334	0.16457988	-0.13767602	-0.31171453	0.36543483	-0.11687151
0.050854158	0.4181831	-0.33875957	0.03782944	-0.7333527	0.033452358	-0.2089266	0.40023425	-0.020987485	0.019560933
0.30474815	-0.10403649	-0.46098512	-0.17555505	0.4068866	9.8279175e-05	-0.034694694	-0.6750625	0.28494844	-0.32253358
0.037166774	0.23120968	-0.049894694	-0.076181084	0.046161994	0.120085336	-0.058921225	0.44405815	0.42845622	-0.06058123
0.13909687	0.65586406	-0.007717519	0.50558025	-0.67141175	0.026513	0.1930655	0.5240759	-0.014776992	0.18730581
0.14960031	0.19483502	-0.10035466	-0.091484904	0.26677456	0.07523077	-0.15753494	0.34494558	0.35927787	-0.21900423
0.15049534	0.38614494	-0.13292745	-0.06065748	0.08777156	0.041665062	-0.019496901	0.41872793	0.3191319	-0.21635759
0.14955086	0.19813102	-0.09737502	-0.08618418	0.26417804	0.076838315	-0.15686099	0.3489374	0.36160222	-0.21745795
-0.0010154612	0.39034796	0.017702367	0.1145059	-0.48499393	0.23936908	0.16471075	0.4961407	0.34611058	0.265091
-0.0013625649	0.31093624	-0.01570307	-0.055913582	-0.23604839	0.15087715	0.047249846	0.47360346	0.4244701	0.1188961
0.029820187	0.47859108	0.047447626	0.6660211	-0.61388755	0.46265566	0.19760583	0.49079162	-0.2354122	0.4162798
0.14646447	0.19586375	-0.09875267	-0.08857522	0.2638029	0.07620876	-0.15360665	0.34834182	0.36260974	-0.21804792
